Income,Kidhome,Teenhome,JoinDateEpochTime,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,AcceptedCmp6,Responsiveness,LivesWithPartner,Age,TotalSpent,TotalPurchases,AverageSpent,EducationEncoded
69372.0,0,0,1361232000,10,997,26,269,34,13,42,1,10,4,6,4,0,1,1,0,0,0,1,0.4,1,65,1381,20,69.05,1.0
49967.0,0,1,1373241600,4,212,6,69,4,12,3,3,6,1,5,7,0,0,0,0,0,0,0,0.0,0,56,306,12,25.5,1.0
60199.0,1,2,1378944000,49,8,1,7,2,0,0,1,0,0,3,4,0,0,0,0,0,0,0,0.0,0,36,18,3,6.0,1.0
55375.0,0,1,1381968000,3,42,11,57,10,28,14,1,1,1,6,2,0,0,0,0,0,0,0,0.0,1,37,162,8,20.25,1.0
80317.0,0,0,1376956800,64,536,11,387,149,91,57,1,3,4,10,1,0,0,0,0,0,0,0,0.0,0,59,1231,17,72.41176470588235,1.0
30523.0,2,1,1372636800,0,5,0,3,0,0,5,1,1,0,2,7,0,0,0,0,0,0,0,0.0,0,56,13,3,4.333333333333333,2.0
70356.0,0,0,1352073600,20,1349,16,249,43,16,33,2,10,6,9,6,0,0,0,0,0,0,0,0.0,1,69,1706,25,68.24,3.0
23228.0,1,0,1388880000,91,53,3,49,7,4,5,4,3,0,4,8,0,0,0,0,0,0,0,0.0,1,30,121,7,17.285714285714285,1.0
74165.0,0,0,1367366400,9,1001,12,240,16,12,12,1,5,4,10,2,0,0,0,0,0,0,0,0.0,0,39,1293,19,68.05263157894737,3.0
157243.0,0,1,1393632000,98,20,2,1582,1,2,1,15,0,22,0,0,0,0,0,0,0,0,0,0.0,1,41,1608,22,73.0909090909091,3.0
43482.0,2,1,1384300800,83,18,1,32,6,3,28,3,2,0,4,6,0,0,0,0,0,0,0,0.0,1,48,88,6,14.666666666666666,1.0
62551.0,0,0,1384732800,27,125,16,98,134,21,27,1,6,7,4,3,1,0,0,0,0,0,0,0.2,0,61,421,17,24.764705882352942,1.0
52332.0,0,0,1377648000,63,212,5,33,7,0,2,1,3,2,6,4,0,1,0,0,0,0,0,0.2,0,55,259,11,23.545454545454547,1.0
66951.0,0,0,1383350400,46,277,162,305,173,76,124,1,3,4,7,1,0,0,0,0,0,0,0,0.0,0,26,1117,14,79.78571428571429,1.0
26091.0,1,1,1393286400,84,15,10,19,8,17,20,3,2,1,3,5,0,0,0,0,0,0,0,0.0,1,57,89,6,14.833333333333334,1.0
33456.0,1,1,1398038400,58,7,3,10,8,1,7,2,1,0,3,7,0,0,0,0,0,0,0,0.0,1,49,36,4,9.0,1.0
28718.0,1,0,1373673600,78,12,4,6,11,8,16,2,2,0,3,8,0,0,0,0,0,0,0,0.0,1,32,57,5,11.4,1.0
50447.0,2,0,1398038400,4,85,7,24,2,3,27,1,3,1,3,6,0,0,0,0,0,0,0,0.0,1,44,148,7,21.142857142857142,1.0
53537.0,1,1,1391040000,17,81,0,6,0,0,6,2,2,1,3,5,0,0,0,0,0,0,0,0.0,1,55,93,6,15.5,3.0
52074.0,0,1,1396569600,77,59,0,12,0,0,48,1,2,2,2,4,1,0,0,0,0,0,0,0.2,0,47,119,6,19.833333333333332,1.0
80427.0,0,1,1347408000,56,1149,71,449,69,71,26,1,11,8,8,5,0,0,0,0,0,0,0,0.0,1,39,1835,27,67.96296296296296,3.0
83837.0,0,0,1355616000,79,847,66,119,86,89,111,1,9,10,5,4,0,1,0,1,0,0,1,0.4,1,66,1318,24,54.916666666666664,3.0
38853.0,1,1,1400803200,90,29,0,14,0,0,2,2,2,0,3,7,0,0,0,0,0,0,0,0.0,1,44,45,5,9.0,3.0
38285.0,2,1,1403568000,96,2,0,5,2,0,1,1,0,0,3,2,0,0,0,0,0,0,0,0.0,1,55,10,3,3.3333333333333335,1.0
51650.0,0,1,1399766400,81,152,3,22,2,5,7,1,4,1,4,5,0,0,0,0,0,0,0,0.0,1,38,191,9,21.22222222222222,3.0
16248.0,1,0,1399680000,77,12,11,10,3,12,9,3,2,1,3,6,0,0,0,0,0,0,0,0.0,1,26,57,6,9.5,2.0
